"ASV_ID" "P29892_1035_S35" "P29892_1037_S37" "P29892_1039_S39" "P29892_1041_S41" "P29892_1043_S43" "P29892_1071_S71" "P29892_1073_S73" "P29892_1075_S75" "P29892_1077_S77" "P29892_1079_S79"
"711" "1e071efd2fbb33d3cf13e89ec414ed8a" 15 0 14 15 13 0 0 0 0 0
"712" "1e13309fb3203fd25b6114705251b291" 5 0 0 11 8 0 0 0 8 9
"713" "1e13e636d85bfc682f43db750bb46233" 0 0 0 0 0 30 10 0 0 0
"714" "1e17adfb9d1c423d440c926dfc11f7e6" 0 0 0 0 0 0 0 14 0 0
"715" "1e262ce921e62114e9c7683ac8ab9723" 21 14 14 21 10 0 0 0 0 0
"716" "1e31a41c69360da7a955b82ec90363db" 0 0 0 0 0 0 0 0 4 0
"717" "1e4b2a6a4839600bdb066357ee5ccd37" 0 0 0 17 0 0 0 0 0 12
"718" "1e61c113343f8caafb8ed3243ae65083" 0 5 0 0 0 0 0 0 0 0
"719" "1e686664802b7eced3c192a6128f9121" 0 0 0 0 0 7 0 2 0 0
"720" "1e6896cc9ad6030fe0a3860bfaa5f3f1" 0 0 0 0 0 0 0 6 0 0
"721" "1e6bceafd27ae6ec5c6b14163440b249" 44 69 66 37 25 6 14 0 17 0
"722" "1e8062773c0b56bd21a12dddb04e8884" 0 0 0 0 0 0 0 6 0 0
"723" "1e8066cd36c04d6655330922349807c0" 0 0 0 0 0 40 31 40 33 0
"724" "1e99f9361b2f62c45ea6d7725364c26c" 0 0 0 0 0 6 4 0 0 0
"725" "1ea51ba02224196daa1a9c25c05d8f43" 0 0 0 0 0 12 8 4 4 0
"726" "1ea9ebeef6ddd6df63c4ff74e68b417a" 0 0 0 0 0 0 0 1 0 0
"727" "1ead98754d34073a4606f7ff1e94126e" 0 0 0 0 0 17 0 16 12 0
"728" "1eb555961e76dd08c27f9d35ff41f324" 0 0 0 0 0 0 10 0 0 0
"729" "1ec666e43f6cdef73a8a2198098dabae" 0 0 0 0 0 4 0 0 0 0
"730" "1ed3ac27e4de2545a20b9d8fd9a8f6b4" 0 17 9 0 0 8 0 5 7 0
"731" "1ef227d0e39495752f916f26beb57f08" 17 19 35 24 40 0 0 0 11 11
"732" "1ef4b8c192d6cb53ccb545362f0a27a2" 10 15 15 25 17 0 0 0 0 0
"733" "1f0d7177c57ceb5dac01695bab0afefc" 0 0 0 0 0 0 0 16 20 16
"734" "1f160cbf2a1c9c35aef759750f05d27c" 0 0 0 0 0 0 12 8 0 16
"735" "1f17ebc41376e407a423690c2db590d9" 10 0 0 0 0 31 25 32 38 25
"736" "1f18cf29076957c15e3c64478934c53f" 18 23 21 18 5 60 34 14 25 10
"737" "1f1d591051a5e43e580ea71d1d957b3d" 0 0 0 0 0 23 20 23 0 0
"738" "1f20e0b7fecbddca92eacea7cc195674" 17 0 0 0 0 0 0 0 15 0
"739" "1f230489aab9ea9965c10aadc4ca40b8" 0 0 0 0 0 0 0 0 0 7
"740" "1f337f084144ce678f51771a1a51da9b" 0 0 7 0 10 0 0 0 0 0
"741" "1f527e9fb780b27ef130e541a8704cb4" 9 0 10 8 0 20 0 22 36 0
"742" "1f54125609af96bb17d474a73c6a9e83" 0 0 0 0 0 0 0 32 0 0
"743" "1f62be7ad999c7039f18180976672e3d" 0 2 3 0 0 0 0 0 0 0
"744" "1f65fce741b58b69ffc1ae0cebdae09d" 0 0 0 0 0 15 12 0 0 0
"745" "1f68378dca43d036c124db791cbf8bd5" 21 21 0 0 0 0 0 0 0 0
"746" "1f6f44ac6f951e7216d5e27163e0cc90" 0 0 0 0 0 7 0 0 0 0
"747" "1f77dbbe2d1364ddc0c65ea1fa8d2129" 0 4 0 0 11 0 0 0 0 0
"748" "1f7d3d9dee1f47004ba160922dbbfcd8" 45 43 40 46 0 24 0 0 30 0
"749" "1f961ae9fc4ab97ff709b7e999c1f8da" 0 0 0 0 0 12 0 0 0 0
"750" "1faa5380c93eef3c0d6c0f168cba3619" 0 0 0 0 0 14 0 19 12 26
"751" "1faf3283c0265e04944dc3cfacf7aede" 0 0 0 0 0 0 0 0 3 0
"752" "1fcfda9ff61228dbdd7ed68e9e949fd8" 5 0 0 0 0 0 0 0 0 0
"753" "1fd55f5a9c6a8f28b3773349aa40f0b8" 0 4 0 0 0 0 0 0 0 0
"754" "1fe67dfea4c4f432ba45f42533467503" 0 0 0 0 0 0 0 0 3 0
"755" "200a87fc464a5adc1bb513728b6fe1e7" 26 46 51 38 10 19 21 0 19 14
"756" "201ad9525e9f4508aa00087dd16f3df1" 0 0 0 0 0 64 0 0 0 0
"757" "20212c3e4f60cf34a1631fe7cf796181" 0 0 5 0 0 0 0 0 0 0
"758" "20230084a2d814d240907644c743db3d" 0 0 0 0 0 0 0 0 49 0
"759" "202c0b8c03fdc8660cd759726727754d" 0 0 0 0 0 8 9 4 6 0
"760" "203332486be92eda8acbb871da351c48" 0 12 12 15 0 0 0 0 0 0
"761" "2038d9518944362c6a98bb2b5dd8f8c3" 15 22 19 25 26 9 8 12 17 13
"762" "204002110a40665a5764a2f9c71f92ac" 0 0 0 0 0 6 0 0 0 0
"763" "204ad03e2238f6b2c8d65a93de4ecd83" 0 0 0 1 0 0 0 0 0 0
"764" "20524a6363c8fd354d0930f2592d6197" 0 0 0 0 0 0 0 0 0 3
"765" "20619520b12551a5a5a55415ba591cfa" 0 0 0 0 0 0 10 0 0 0
"766" "20716fb7b59c96e57bbbb82d80b2beaa" 0 0 0 0 0 0 0 0 8 0
"767" "20729fa064731c3140094cc4f31e5f0b" 0 3 3 0 0 0 0 6 0 0
"768" "2079fa79116137082031c2000387034d" 9 0 0 0 0 0 0 0 0 0
"769" "20822bdc28fe4596013dd4a3c0df1a4c" 0 0 0 0 0 7 0 0 0 0
"770" "2082af95a3521d2255c7916c6082bbe0" 0 5 10 6 0 15 6 13 7 0
"771" "20831316fd62526e223c9475a1b2b247" 0 0 0 0 0 7 7 3 2 3
"772" "208b51b833a5782d86742eaac7a0cb3e" 12 0 0 0 0 12 14 0 0 0
"773" "208fa48d35cfbcbf5a2367baebb90903" 0 0 0 0 5 0 0 0 0 0
"774" "2092428aef6c1a6a5720c7ce47be5e2e" 0 0 8 0 0 0 0 0 17 0
"775" "209cbd393c929a67d62e9ba48beb7cee" 0 0 0 5 0 0 0 0 0 0
"776" "20a45683441941287405ed94ff981b2e" 0 5 0 0 0 4 0 0 0 0
"777" "20ada979ac2d5979640f17747c381685" 0 0 0 0 0 0 0 0 0 1
"778" "20b0dc749fa298073e43183f147fa5d3" 0 0 0 0 0 4 0 0 0 0
"779" "20b61f7c29b797b420f6aea30113b0b8" 0 0 0 0 0 0 0 0 0 11
"780" "20c287b5879fbcb8e5b6372b56df2704" 0 0 0 0 0 0 0 0 0 17
"781" "20de3e3a13478337f0c53cba3afdf40a" 0 0 0 0 0 0 0 0 0 7
"782" "20fea5fb832dd78ba208a2eb58af56bb" 0 0 0 0 0 31 19 0 0 0
"783" "21048a9e2d40bc85314f7b6e2f06f709" 0 0 0 4 5 0 0 0 0 0
"784" "210938bfb300f59b69382a1507ac4205" 0 0 0 14 0 15 0 0 25 35
"785" "2113830a57df62fdfc9ab12d1c40a093" 0 0 0 0 0 9 0 0 0 0
"786" "213a85be070e993e0f5d1cb9b9d7a638" 3 8 7 7 13 3 0 0 0 0
"787" "2149c6f3b2d281655d1a250f22e33a00" 0 0 0 0 0 13 0 0 5 0
"788" "214c21ea61a2d0989d95b0a4d7f94a46" 0 0 0 0 3 0 0 0 0 0
"789" "214d1bcad23f4fa0d0865c9f4c246e5b" 0 0 0 0 0 0 0 5 0 0
"790" "215028b375fcab31ef38eb4f5fe4280d" 14 0 0 0 0 0 0 0 0 0
"791" "216ba6cc876a2cff146b5d9b7a5563d1" 0 0 0 0 0 0 0 0 0 2
"792" "21757b745e913b30bcd4490a8c5cd9e9" 32 41 36 31 24 18 15 37 29 18
"793" "21853e58d2591374bfff9b837745a80f" 0 0 0 0 0 0 0 0 1 0
"794" "21879cb1c1b9b96c0d300487aee0f613" 0 2 7 11 0 0 0 0 0 0
"795" "218e2e12aea510bba02479b51feffe33" 5 0 13 0 0 0 0 0 0 0
"796" "21c125a2709e180a51a446313fd7c462" 0 0 0 0 0 7 0 0 0 0
"797" "21d2a1b89f358d33c09289d00ea0e6bc" 0 0 0 0 48 0 19 0 48 111
"798" "21d768fb72709d44a99c73df58d91ecd" 0 0 0 0 0 46 37 11 11 0
"799" "21e3b2f59c53c3164b8e107789a83763" 0 0 0 0 0 11 8 0 11 0
"800" "21e78f5d2b657fe75997232bf84ddc90" 7 0 0 0 0 13 0 0 0 0
"801" "21ebcb2028b438b2e499bcb8984389c0" 0 0 0 0 7 0 7 0 0 0
"802" "21ee3933c5bbc7c5e79f0f09d7cdc309" 832 1038 1121 990 646 463 288 424 603 321
"803" "21eee1113f2403645cda8379f04b4cff" 0 0 0 0 0 0 0 0 0 6
"804" "21f0f20c26258419343ea08ce75de546" 0 0 0 0 24 0 0 0 0 0
"805" "2201792450a23bc765bd5d33a41669a6" 0 0 0 0 0 0 0 0 6 0
"806" "22057438c1a1d806fbaa639235ee9f4f" 0 0 0 0 0 38 21 0 19 0
"807" "22067a8ad68406cad912cd6ca78d0ffb" 0 0 0 0 0 15 0 0 0 0
"808" "2206cac13b4a8f7c2f05090153b4b025" 0 0 0 0 0 9 11 0 19 14
"809" "22082ff9e2cfe64dce724e961a2a23cf" 0 0 0 0 0 0 0 0 0 1
"810" "220f65cf4bd580511576addd200fbe23" 0 0 0 0 31 0 0 0 0 0
"811" "2210c84c5dc37cf8ba808733884c27f8" 116 127 166 133 28 164 110 119 150 69
"812" "2217ac6233ab6eb73c59a4e317cff5bc" 0 0 6 0 0 0 0 0 0 0
"813" "222f4c1600fe602264d1e9dd1e30dfe6" 0 0 0 13 0 0 0 0 0 0
"814" "222f88daefe296d01247543e30f57199" 26 36 43 0 0 0 0 0 0 0
"815" "22339924b6d8b6be6867831fd1b70ffb" 0 0 0 0 0 17 0 0 0 0
"816" "225624a2df01bc5f83407496bb6d8ca7" 65 113 83 59 36 26 15 0 23 0
"817" "225836535cb5bc07bcfe690f83226112" 0 0 0 0 0 14 0 0 0 0
"818" "226423d2c4414ae653ea4fda4ecbb2ca" 0 0 0 0 0 4 0 0 0 0
"819" "226750906e6c4132bb5422a384fbf564" 0 0 0 0 0 0 0 0 0 1
"820" "2272f7d3165674ee12b7c8b8f519bbed" 0 0 0 0 0 15 12 5 9 0
"821" "227d5bd5a76defc7347b4338023d62ea" 0 0 4 0 0 15 8 0 0 0
"822" "228518d783e3734c7193cd89d85d470d" 57 47 62 74 28 39 44 36 29 0
"823" "229392b820681a5aeb2d4c3b77921922" 0 0 0 0 0 64 63 35 51 23
"824" "229dc8885dc27a94082269dfcc88adf1" 437 382 323 515 340 318 349 342 563 187
"825" "22a0ac11e19f52e7b29d1d56d724c23d" 87 112 73 104 88 0 0 0 0 0
"826" "22a189e4bdf8de828e5b3c9ede9af694" 0 0 0 0 0 7 0 0 0 0
"827" "22bd1d67f1074b65f0727e47fd8c74b4" 14 13 11 8 0 14 14 0 0 0
"828" "22c5cf2637f957efd2b90cb153841792" 15 0 0 22 0 0 0 0 0 0
"829" "22d4580e9bdd6f4ce3ab33bc6293073b" 0 0 0 0 0 12 0 8 21 48
"830" "22e1bb4b7d68cd3d9c552bdefe2f71c0" 19 31 33 28 14 15 0 16 16 0
"831" "22e2443c9f1f084f50e0465717054420" 0 0 4 0 0 6 0 0 0 0
"832" "22ec2ff136799f4dc4ae723344df51e2" 0 0 0 0 0 0 0 0 0 3
"833" "22efc9714861682a0f34817b0d3f19ab" 0 0 0 0 0 0 0 0 0 15
"834" "22f073d44eaafdd1e04b0d761616c42a" 0 0 0 0 3 0 0 0 0 0
"835" "22f39f0dd597db4ba2c43f15d57967a6" 0 0 0 0 0 4 0 0 0 0
"836" "22fd920419fa9d39f53dd6b39c06c9a0" 0 0 0 0 0 0 0 0 1 0
"837" "23033c2f4256e4353a7a65c5d669ab41" 0 0 0 0 0 0 0 0 2 0
"838" "23137fd45fecbb70f24264502cde0ac0" 0 0 0 0 0 0 0 0 0 12
"839" "231570ab32451f44d12ee5dde1fda66d" 0 0 3 0 0 0 0 0 0 0
"840" "2322f9c55cc4e0a0857ef31f3295c1cc" 0 0 0 0 0 0 0 0 6 0
"841" "232c7af276957a8bc824a67de43c927d" 0 4 5 0 0 0 0 0 0 0
"842" "2332bdbab4a00f180e73475612831679" 0 0 0 0 0 0 0 31 0 0
"843" "233f602de2f0f8b5df3ebf08394ba66c" 0 0 0 0 14 0 0 0 0 0
"844" "23474de940dba56911c1488abc2955b7" 0 0 0 0 0 0 0 4 0 8
"845" "2354402711616b2680e60280cf2bbde0" 0 0 0 0 0 5 0 0 0 0
"846" "2367663f0dfc1258df17f4811215451a" 24 42 33 22 10 9 9 14 13 0
"847" "2367a12ea4ad1e9541a34a1cc015527d" 0 0 0 0 0 0 0 0 0 1
"848" "236f4633b9b0fa78902fd74bffbf24d4" 6 10 6 9 13 15 17 20 29 41
"849" "237b0118640d245d8d375b5b6ca03f7e" 0 0 0 0 0 0 0 0 6 17
"850" "238011a560640d47f5e274389a0bd158" 0 0 0 0 23 0 0 0 0 0
"851" "2387a9e2cdec99580809836fb07c5a98" 0 0 0 0 0 0 0 2 0 0
"852" "2391110fd1378fb78a064a649ba38e92" 0 0 0 0 0 19 9 20 47 55
"853" "23adf3fbb772f87f812bc371035c8c94" 0 0 0 0 0 6 0 0 0 0
"854" "23ae768530d7b2d885647831d6733037" 3 0 0 0 0 0 0 0 0 0
"855" "23b5713debbbcab6d57611fa7f29e640" 0 0 0 0 0 0 0 3 2 0
"856" "23b5c343795eb25ce04d8b99b71a4cee" 0 0 13 0 0 0 0 0 0 0
"857" "23c5515c2bebd2d21cf5904aca02b891" 0 0 0 0 0 0 0 5 15 2
"858" "23df4bd315e95c7e7b4fee883703b297" 0 0 0 0 0 10 0 0 0 0
"859" "23eec279cb49011327b88da87d99a1ed" 0 0 0 0 0 0 0 0 0 3
"860" "23f4bc3c3942dc00f26417c48ed51312" 0 0 0 0 0 0 0 5 0 0
"861" "23f741c9bb830766b00a819b66e58473" 0 0 0 0 0 0 0 0 0 6
"862" "23fa2b44046ce296b7e8f4e7def2a3f4" 0 0 0 0 3 0 0 0 0 0
"863" "24114f05d72c79d17a4b83a7157883dd" 0 0 0 0 15 0 0 0 0 24
"864" "241693a03d133f908cb6af9fe172911a" 18 24 23 16 20 57 49 23 58 19
"865" "241d4ba3286220eb78922f54d2e2bf9f" 0 0 0 0 0 40 22 29 27 73
"866" "242bb06d41b9c18fe40bbb85333d02e1" 0 0 4 0 0 0 0 0 0 0
"867" "243001bf1e040c3750dee3db2da7b078" 0 0 0 0 0 0 0 0 0 17
"868" "243352d518468331cadd3d36b24b5ec9" 0 0 0 0 3 0 0 0 0 0
"869" "2443a074a9c7d42f747571330cbfc9e4" 0 0 0 0 0 2 0 4 0 0
"870" "2446f93e217f4a7a727e57ea98c1a082" 0 0 0 0 0 0 0 0 3 0
"871" "2448388de1a7a38226e23546198345b4" 0 0 0 0 0 39 25 4 6 0
"872" "244a15ab7798e91279033cfcb3c2258b" 0 0 0 0 0 0 0 9 7 16
"873" "245fff830d3d4c6fa62177dd55510a88" 10 10 9 0 0 0 0 0 0 0
"874" "24616473635f306548cb4c2701cef2f2" 13 14 0 0 0 26 19 21 26 21
"875" "246ed011980ee04c38a0323848d25aa9" 0 19 13 0 0 0 0 0 0 0
"876" "24722d33f44a8137b5309714d2a72b33" 0 14 0 0 0 0 0 0 21 0
"877" "24731b555ec441c2986dbf3bbf60157a" 0 0 0 10 0 0 0 0 0 0
"878" "247578a7da05e34aefeaaeb1014d587f" 0 0 0 0 0 0 0 0 8 0
"879" "2477acf5bf8f5668e71e1d17cdf64a40" 0 0 8 13 0 0 0 0 0 0
"880" "249250b8e44dcc7a490641a3ae06db5b" 12 10 7 7 8 0 0 0 0 0
"881" "24a8e1f76ffc7a173bb9ad9a12aabfe0" 11 10 23 15 9 0 0 0 0 0
"882" "24ad10fb0707a2ca716b7612ee53560c" 0 0 0 6 0 0 0 0 0 0
"883" "24adddb81519b14dc8928eb839210e9c" 0 0 0 0 0 5 0 0 0 0
"884" "24bb744f21601e24276986d22906e833" 0 0 0 0 0 2 0 0 0 0
"885" "24be754875763f8d03a67f6b7ab60a4b" 0 0 0 0 0 0 0 0 7 0
"886" "24d2461e5b7cd7c1fc9d028820aad084" 0 0 0 0 0 2 0 0 0 0
"887" "24ec947e92bcbc667b9c98e0ab35ecba" 0 0 0 0 0 11 8 0 9 0
"888" "24f6bc668f8cfcc7d16691dd1b46c081" 0 0 0 3 0 0 0 0 0 0
"889" "24fc3dd8614c886d0f3dfdd5abef8541" 0 0 0 0 0 42 47 29 37 16
"890" "2507126c114bf8933c9e977e0e0bbfc9" 0 0 0 0 0 9 0 0 7 8
"891" "2510de3cc81095d29a46db3d0e581707" 31 33 48 45 0 10 0 0 10 0
"892" "251dc2978d05eee62234ea2633b040e1" 0 5 0 12 22 34 21 49 113 74
"893" "25268d821f5cfdd0852a9946be5a62bb" 0 18 20 0 0 37 26 37 39 14
"894" "2534b57b13a0c2173f09517bc2e44e6c" 0 0 0 0 0 0 3 0 6 0
"895" "2540f56c964b22a6f41991a2c6ff8f66" 0 0 0 0 0 4 0 0 0 5
"896" "254433b1970302a3e01fc74562cd3cdb" 0 3 0 0 0 0 0 0 5 0
"897" "2545da5268f3171f055476cc03dc4cd0" 17 5 14 0 0 0 0 0 0 0
"898" "255165a1ed70dbf8f732f2fa7323788b" 0 0 0 0 0 0 0 0 0 9
"899" "255f1c2476527bcc25e0b4011ea87cc2" 0 0 0 0 0 12 0 0 9 0
"900" "25655e51396203b3a719d22e501133e2" 0 0 0 0 0 55 65 47 46 17
"901" "25728da3b65d945cecdedba32c109e1e" 0 0 6 0 12 0 0 0 0 0
"902" "2579e60c1d0bd973119a6a5e85cdcaab" 3 9 6 0 0 0 0 0 0 0
"903" "257eac681a91d5f8a5fd0889025c129b" 0 0 0 0 0 28 23 0 0 0
"904" "2597469bbb6bfe2e4dd122147fe58e9c" 0 0 0 0 8 0 0 0 0 0
"905" "259e6d818393fd2ae2f231dc45cb733e" 0 0 0 0 0 0 0 0 0 47
"906" "25a43baa8ce8ca3a3413575a3b6a4be9" 0 0 0 1 0 0 0 0 0 0
"907" "25b0f1a0c8bde5f03c985b91de9c59f8" 0 0 0 0 0 0 0 0 4 0
"908" "25b5f710e2e79e194e87124ace837fee" 0 0 0 0 6 0 0 0 0 8
"909" "25c326ba6fe523f4a8045cc6f7d79ada" 0 17 0 0 0 0 0 0 0 0
"910" "25cc18b9ef2d931734e47893d69865bb" 0 0 0 0 5 0 0 0 0 0
"911" "25d83f866a9281c0417a92daa138164e" 0 0 0 0 0 0 0 12 0 9
"912" "25e60eac4bf26d28c4118892fe124bb1" 11 17 0 1 0 0 10 0 0 0
"913" "25f276cfabd2c6b265d299bf9c849828" 0 0 0 0 0 4 0 0 0 0
"914" "260f3d450a42800aac39d958de280a1f" 0 0 0 7 0 0 0 0 0 0
"915" "26122fc82956c43ca1f15b191f0fa66b" 0 0 0 0 0 8 0 0 5 0
"916" "261b65b0b8935cbb8525b821447bff0f" 0 0 0 0 0 0 0 9 0 0
"917" "2623c93572ac69fb575024b525f706b9" 0 0 0 13 0 0 0 0 0 0
"918" "26286c6a8b6b6fa1b388cef30f15149f" 0 8 0 0 0 0 0 0 0 0
"919" "2644a05d001e304720ead5e8d79de355" 5 0 0 4 9 0 0 0 0 0
"920" "2647bc045c10c697321d98643e1a032c" 0 0 0 0 0 0 0 0 0 7
"921" "265da7436b97897000880ade81b90e65" 0 0 0 0 0 0 0 0 9 0
"922" "2668aaae07b69f7d093a643b8c4852d0" 0 7 0 7 0 39 34 17 29 0
"923" "266c796d4a8c66969c48e7f3d931f230" 0 5 6 11 0 0 0 0 0 0
"924" "266efa9a2c9e47a7bf089a4fbfe80bc7" 0 0 0 0 0 10 6 0 3 0
"925" "2677ef10c80e5752ab6fb6144ad25e7a" 119 138 159 101 46 58 44 41 54 17
"926" "267acb7ed58063d17db40f85ab4fb273" 0 0 0 0 0 0 0 0 0 9
"927" "268cc37731512506184bd0ff2d9935e2" 0 0 0 0 0 0 3 0 0 0
"928" "26a878a326c4179299fcc5a528447590" 10 6 0 0 0 0 0 0 0 0
"929" "26ab4396152e29ca0b9d378c8cea95fd" 0 0 0 0 0 28 19 24 53 30
"930" "26c27c4e1b76a21ed68d41ed25818271" 0 0 0 0 0 0 0 0 0 11
"931" "26cb6fd71157b823ac23e9a0e9a10fd3" 0 0 0 0 0 15 0 0 0 0
"932" "26cd68f5e275e738828d964e37f4eb44" 0 0 0 0 0 0 0 0 12 20
"933" "26ce6353b4769c41efa5ffbef01a2526" 0 0 0 0 0 0 0 0 0 11
"934" "26ce715b3a9891a10515fc427a58ec54" 16 0 0 0 0 0 0 0 0 0
"935" "26d8145fbaae08c988d9c04d0dc26b61" 0 0 0 0 0 0 0 0 10 10
"936" "26e1214ede7dc7a35194ccd116294ef3" 0 0 0 0 0 12 0 0 0 0
"937" "26e6c265a822425c11e01fd55a0d185b" 0 0 0 0 10 30 27 47 57 40
"938" "26e7edbed2f39112e4c4d92852cf1069" 0 0 0 0 0 0 0 0 7 0
"939" "26eeedcf3e5177f05a07381c4abc00d3" 11 15 12 15 0 59 51 39 41 15
"940" "26fbc61555d481ddd446d3a56158894d" 0 0 0 0 0 0 0 2 0 0
"941" "270abdb87dacfa9b62f3cd590c227a68" 0 0 0 0 0 0 0 0 8 0
"942" "2711be308cc99af5c5107e473db47a71" 0 0 0 0 0 0 1 0 0 0
"943" "2717b26b0459d6813299986f62b32463" 0 0 0 0 0 0 0 0 15 26
"944" "27192b2de7e70827376a7fbc8e62acc3" 0 0 0 0 0 25 0 0 0 0
"945" "272f79649c2702bec9ff272552ffffcf" 0 0 0 0 0 23 23 0 13 16
"946" "2733e743ccb52f7d6acd7e2b708bbb23" 0 0 0 0 3 0 0 0 0 0
"947" "273697ecc5fc19c30aea5a93cdd56bcb" 0 0 0 0 0 0 0 0 6 0
"948" "2738bdf724f2c20789ab3b1ce74bb6d0" 0 10 12 0 0 0 0 0 0 0
"949" "273d7d261a774d5be923e98140e081ea" 0 0 0 0 0 0 0 0 0 8
"950" "2742ca84b6425ddb7ea1b36190e1c226" 0 0 0 0 0 0 0 2 0 0
"951" "276aad22a912136cc1308a24359e8c00" 0 0 15 0 0 0 0 0 0 0
"952" "2770d89735a0461bc6784a31c2909d18" 0 0 0 0 0 3 0 0 0 0
"953" "27831f98674b54f45311f6e892866bfb" 13 3 14 12 12 11 0 0 18 34
"954" "2788fcb5263ee73b1b3aadb4532e5dcb" 0 0 0 0 0 0 3 0 11 0
"955" "278a31585301e74cc0265af43163a846" 0 0 2 0 0 0 0 0 0 0
"956" "2790acb2d4edc13d47cca26f0d6da844" 0 0 0 0 0 3 5 17 25 0
"957" "279129362c5c130b75dcd3e543fb56f1" 0 0 0 0 0 0 0 0 13 0
"958" "279ac47a615bbe50022b92237ce4943e" 22 28 19 25 16 0 0 0 0 0
"959" "279cabd69128de87332329b234bcdf16" 0 0 0 0 0 0 2 0 0 0
"960" "27a106f069b8203aa7ef090758498e69" 0 5 5 0 0 0 0 0 0 0
"961" "27a8e9b43cbab47c7f972c88b3802b71" 0 0 0 0 0 13 0 0 0 0
"962" "27aa6a50ecd6c3af2588c5932896b3b4" 0 0 0 0 0 0 0 0 0 10
"963" "27ab96ad8717ca9bcb5fb0727fb90d7e" 0 0 0 0 0 4 0 0 0 0
"964" "27b8cbba29a4c3cbb72f7bb3c05c19f3" 0 0 0 0 0 4 0 0 0 0
"965" "27ba0dca5e3102a24f49d57ea3b02fc0" 0 0 6 0 0 23 9 3 0 0
"966" "27bc149c712fd336d1cc53feb14eea5a" 4 0 0 0 0 33 10 5 12 0
"967" "27c15d06041d6ed87663c3e13257294a" 0 0 3 0 0 10 6 0 0 3
"968" "27c52d51041fc08445ba0139e6cfcd83" 0 0 21 0 0 0 0 0 0 0
"969" "27c64d788aa8313d6278d3adc0f4f432" 0 0 0 0 0 4 0 0 0 0
"970" "27d573a26465de1f76fe327a29ca6cd9" 0 0 0 0 0 0 0 0 35 86
"971" "27d77fb179e9c61c18b812fd7f0cd8bd" 0 8 0 9 11 0 0 0 0 0
"972" "27d9bf1fbf0867812c441214df6465e1" 0 0 0 0 0 0 0 0 7 0
"973" "27e08c4a6c67d79510b313dc7b409e26" 0 0 0 0 0 5 0 0 0 0
"974" "27e9c11aea12ee63740dd821270ebc10" 0 0 0 0 0 0 8 0 0 0
"975" "27eff24bba2e2817ce1c9c09ad6480dc" 0 0 0 0 0 33 13 16 8 0
"976" "27f450ef2cfa6294c132510d83a72b5e" 9 22 24 28 20 28 23 42 63 16
"977" "27f46aa7a62f5b81f1c8268afd2b3241" 0 0 0 0 0 36 0 5 23 0
"978" "27f4fc70b2b552c16167f7d37b71d45e" 0 0 0 0 96 0 0 0 0 0
"979" "27fb83be29e8a2b8d44076868bf0b4f8" 0 0 0 0 10 0 0 3 0 37
"980" "28139a97f2e1f3ad2e2d65020bc32c00" 0 0 0 0 3 0 0 0 0 0
"981" "2821972c49c83fff6eef11dc325bbad6" 0 0 0 0 0 0 0 0 0 26
"982" "28253c9cc9a277ffcce8d3036d5c3916" 0 0 0 0 0 11 0 0 0 0
"983" "282c21daffa205388eb79117e8342fc6" 8 0 17 17 18 19 0 31 43 50
"984" "282d00d82c8af07725df9d3c560bb79b" 0 0 0 0 16 0 0 0 25 39
"985" "2831a8e4ec4b6d455b5e5d7198cdb4f5" 0 0 0 0 0 28 23 0 48 51
"986" "2860ea5f3aaa8169f6056cad7dfeaf54" 0 0 0 0 0 23 11 7 6 0
"987" "287f0c3e7a1148e26243d81998cec023" 0 0 0 0 0 0 0 5 0 0
"988" "2898118b65198007b52f14d09b5c8cb2" 0 0 0 0 0 0 0 0 4 0
"989" "289c102868c06d30da6891ef3455ae50" 0 0 0 0 0 0 0 0 6 0
"990" "289ee19748dfcdaa5797f0bbb3d52edc" 0 0 0 0 0 0 0 0 10 0
"991" "28a9969490a26897c853f25859a0f930" 0 0 0 0 0 0 0 0 15 32
"992" "28abf925ec103e566513ffe545c98c14" 0 0 0 12 0 0 0 0 0 0
"993" "28acd1c6b7435424a6bd6f3fe8cdc8af" 0 0 0 0 0 10 0 0 0 0
"994" "28b1dc62d81d07a88b0a3fca3287a97c" 0 0 0 0 0 0 0 0 0 4
"995" "28b7d12a3a943935c7b46849a5ec8118" 0 0 0 0 0 0 0 0 8 36
"996" "28ca49460046d0df4963ba7ff052ad4d" 0 0 0 0 0 0 0 0 0 6
"997" "28cc7ad9a71f8a0ac51b6aa2c8d16c03" 13 0 15 0 0 0 0 0 0 0
"998" "28d63d1881b58b96505d3353daa425db" 0 0 0 0 0 0 5 0 0 0
"999" "2900ccd03421c319e9bdc5d367449936" 0 0 0 0 0 0 0 0 0 12
"1000" "29014effcc539922ffd3a61fdffbf42b" 0 0 0 0 0 9 0 0 0 0
"1001" "29053b7f0dcd220ae9a7077811567554" 4 0 0 5 4 0 0 3 0 9
"1002" "29088ae93be1e72868e612141d9f0111" 18 24 26 13 0 19 18 17 13 0
"1003" "290bdf2cfb1280ba89948df22b8ab4c9" 0 0 0 0 0 0 0 0 8 0
"1004" "290c12db7a3c0340b6a5168946981e1a" 0 0 0 0 0 4 0 0 0 0
"1005" "2912cb568b73a05da76fc6a1c1060160" 0 0 0 0 0 9 0 0 10 11
"1006" "291411dc51d14cdfdd7cee8c72c3db48" 0 0 0 0 0 2 0 0 0 0
